conv_id,depth,tweet_id,author_id,inbound,created_at,text
442799,0,442799,219958,True,Wed Nov 22 08:47:08 +0000 2017,"@AmazonHelp Bonjour. Ma commande 405-3316876-3304309 est toujours bloquée et je n'ai aucune information de votre part. A la base, je devais la recevoir fin octobre ! A quoi dois-je m'attendre ? Pourquoi laissez vous vos clients sans informations ? Cdlt"
442799,1,442798,AmazonHelp,False,Wed Nov 22 08:59:53 +0000 2017,"@219958 Bonjour, pour des raisons de sécurité veuillez supprimer le numéro de la commande je vous prie. Avez-vous contacté notre SAV afin de vérifier cela pour vous? ^ARC"
442799,2,442797,219958,True,Wed Nov 22 09:04:29 +0000 2017,"@AmazonHelp Non, il n'y a aucun moyen de trouver un contact pour ce problème sur votre site."
442799,3,442796,AmazonHelp,False,Wed Nov 22 09:10:00 +0000 2017,"@219958 Vous pouvez joindre notre SAV via ce lien :  https://t.co/hgIrz9pN5g
^ARC"
442799,4,442789,219958,True,Wed Nov 22 09:24:11 +0000 2017,@AmazonHelp Bonjour. Je viens de contacter votre SAV. Réponse totalement inutile. On me dit qu' il y'a 1 rupture de stock. Or j'avais précommandé le livre 3 mois avant sa sortie pour avoir 1 édition signée !
442799,5,442787,AmazonHelp,False,Wed Nov 22 09:27:27 +0000 2017,@219958 Pourriez-vous me communiquer le lien vers l'article s'il vous plaît?^FT
442799,6,442788,219958,True,Wed Nov 22 09:29:43 +0000 2017,@AmazonHelp https://t.co/VahMoItJxe
442799,7,442790,AmazonHelp,False,Wed Nov 22 09:40:29 +0000 2017,"@219958 Pouvez-vous me confirmer si vous avez changé le mode de paiement de votre commande entre temps, s'il vous plait ? ^SB"
442799,8,442791,219958,True,Wed Nov 22 09:42:28 +0000 2017,"@AmazonHelp Oui, j'ai ajouté ma nouvelle carte de paiement. L'ancienne était arrivée à expiration entre temps."
442799,9,442792,AmazonHelp,False,Wed Nov 22 10:05:00 +0000 2017,"@219958 En effet, toute modification apportée sur une commande avant son expédition peut décaler la priorité de son envoi. Sara"
442799,10,442793,219958,True,Wed Nov 22 10:15:22 +0000 2017,@AmazonHelp De plus la raison qui m'a été donné n'a jamais été le changement de mon mode de paiement. Je n'apprécie pas votre argumentaire qui consiste à rejeter la faute sur le client. Très déçu !
442825,0,442825,219965,True,Wed Nov 22 09:18:57 +0000 2017,"@AmazonHelp hallo, mein amazonpaket wurde grade an eine packstation 7minuten mitm auto entfernt geliefert, ich habe kein auto/fahrkarte. das ist eine frechheit. meine packstation ist sonst gegenüber. diese pakeboten sind alle zum kotzen. ich brauche das paket zur arbeit jetzt"
442825,1,442823,AmazonHelp,False,Wed Nov 22 09:24:00 +0000 2017,"@219965 Oh, das sollte natürlich nicht passieren! Bitte sei so lieb und melde dich bei meinen Kollegen im Kundenservice, am besten telefonisch: https://t.co/24XL9BMWCX ^AK"
442825,2,442824,219965,True,Wed Nov 22 09:29:04 +0000 2017,"@AmazonHelp hab ich grad,e aber ich telefoniere nicht. ich hab psychische probleme und telefonieren geht nicht. das war das 2. mal, dass da was hingeliefert wurde. ich kenne diese packstation noch nicht mals und weiß garr nicht wo die ist"
442825,3,442826,AmazonHelp,False,Wed Nov 22 09:33:00 +0000 2017,@219965 Danke für die Rückmeldung. Leider haben wir über Twitter keine Einsicht in deine Bestellung. Aber die Kollegen sind auch per Mail zu erreichen und sie werden sich bei dir melden. Liebe Grüße ^TA
442825,4,442827,219965,True,Wed Nov 22 09:41:23 +0000 2017,"@AmazonHelp und dennoch können sie jetzt nichts machen,d ass ich das paket heute oder morgen nicht haben werde, trotz prime. diese paketzusteler sind echt überall das letzte und ändern wird sich da nie etwas."
442830,0,442830,219966,True,Wed Nov 22 09:06:42 +0000 2017,"@AmazonHelp Your Leadership advisor named ""Arun"" has lied to me. He failed to add the gift card amt of Rs.150 which was promised. Kindly listen to the call and confirm actions taken."
442830,1,442828,AmazonHelp,False,Wed Nov 22 09:23:29 +0000 2017,"@219966 It takes up to 24 hours for the gift card to be processed. Please wait till tomorrow, I'm sure the promise will be fulfilled. ^SI"
442830,2,442829,219966,True,Wed Nov 22 09:24:08 +0000 2017,@AmazonHelp Kindly check what notes he has placed. He has made me look like a liar.
442830,3,442831,AmazonHelp,False,Wed Nov 22 09:55:01 +0000 2017,"@219966 As this is a social media platform, we can't view your account. Please write to us from the link here: https://t.co/VNUITkcMbC and we will assist you accordingly. ^HR"
442854,0,442854,219969,True,Wed Nov 22 09:01:04 +0000 2017,@AmazonHelp I’ve sent messages about this through the site and trawled my settings to change. It’s irksome. How to I get it updated please? https://t.co/h00i6AKgio
442854,1,442852,AmazonHelp,False,Wed Nov 22 09:22:00 +0000 2017,@219969 Apologies Helen. What is the name on your account? Check out here - https://t.co/TgB1jDpiVz for details on how to edit. Please keep us posted. ^TP
442854,2,442853,219969,True,Thu Nov 23 12:23:45 +0000 2017,"@AmazonHelp Thank you, I've resaved the information that was already listed, which strangely doesn't have a title at all let alone Miss instead of Mrs."
442860,0,442860,219970,True,Wed Nov 22 09:02:17 +0000 2017,Schon wieder ändert @116316 @AmazonHelp am Liefertag bei nem Prime Artikel auf +7 Tage. Warum zahle ich nochmal Prime? Bei jeder 2ten Lieferung...
442860,1,442859,AmazonHelp,False,Wed Nov 22 09:07:24 +0000 2017,"@219970 So sollte das nicht passieren :(
Hast du diese Verspätungen gemeldet? https://t.co/YuPK6dzfve ^AV"
442860,2,442858,219970,True,Wed Nov 22 09:13:04 +0000 2017,@AmazonHelp Diesmal noch nicht aber letztes Mal konnte mir auch nicht geholfen werden. Mir wurde nur ein Refund angeboten. =( Werde es aber nochmal telefonisch probieren.
442860,3,442857,AmazonHelp,False,Wed Nov 22 09:15:00 +0000 2017,@219970 Nur so können wir für dich tätig werden. Die Kollegen helfen gerne weiter. Liebe Grüße ^TA
442860,4,442856,219970,True,Wed Nov 22 09:18:20 +0000 2017,"@AmazonHelp Danke, habt ihr zufällig ne Nummer parat an die ich mich wenden kann?"
442860,5,442855,AmazonHelp,False,Wed Nov 22 09:22:00 +0000 2017,"@219970 Am besten gehst du direkt über den von ^AV gesendeten Link, wähle vorher schon das Thema deiner Anfrage aus und wähle unten ""Telefon"" als Kontaktart. So können dir meine Kollegen am schnellsten helfen.^AK"
442862,0,442862,219971,True,Wed Nov 22 09:17:50 +0000 2017,@AmazonHelp Merci de me contacter en DM. J’ai ENCORE un problème avec vos services de livraison
442862,1,442861,AmazonHelp,False,Wed Nov 22 09:19:53 +0000 2017,"@219971 Bonjour, je vous invite à initier la conversation en DM.
^ARC"
442868,0,442868,145872,True,Wed Nov 22 09:13:22 +0000 2017,@AmazonHelp does an item have to be shipped before money is withdrawn from my account
442868,1,442867,AmazonHelp,False,Wed Nov 22 09:17:54 +0000 2017,@145872 Hi Ryan. We only charge the selected payment method for an order at the moment it's physically preparing to ship. ^DC
442874,0,442874,219973,True,Wed Nov 22 08:38:06 +0000 2017,@AmazonHelp hi! Do your prime subscriptions not run on a constant year to year basis?
442874,1,442873,AmazonHelp,False,Wed Nov 22 08:47:00 +0000 2017,"@219973 Hi, Prime subscriptions are automatically set to renew annually unless you select the option to not continue. ^ES"
442874,2,442872,219973,True,Wed Nov 22 08:51:22 +0000 2017,@AmazonHelp I must of clicked not to i paid the year last November and it now says I just have the option to rejoin thanks
442874,3,442871,AmazonHelp,False,Wed Nov 22 09:04:00 +0000 2017,@219973 You're welcome! More info on auto renew can be found here:https://t.co/tfxIeyAzDn ^CN
442874,4,442870,219973,True,Wed Nov 22 09:05:53 +0000 2017,@AmazonHelp I have a free month so I shouldn’t need to til December but was just worried incase it was taken without me realising :) thanks
442874,5,442869,AmazonHelp,False,Wed Nov 22 09:17:24 +0000 2017,"@219973 Glad we could help, Jayni.^BZ"
442932,0,442932,219981,True,Wed Nov 22 08:30:43 +0000 2017,@115850 @AmazonHelp  #407-6505936-5213964 Got duplicate product as in one month it got badly damaged..#AmazonIndia https://t.co/ZoW4ByirGH
442932,1,442931,AmazonHelp,False,Wed Nov 22 09:08:58 +0000 2017,@219981 As its been one month the return window for the product is closed. I request you to please get in touch with your manufacturer as if still covers under warranty period. 1/2 ^AH
442937,0,442937,219982,True,Wed Nov 22 08:56:40 +0000 2017,Why are @AmazonHelp being so useless? And when I message them on their online chat they just palm you off because they’re not bothered. So annoyed! 😡
442937,1,442935,AmazonHelp,False,Wed Nov 22 09:08:58 +0000 2017,"@219982 Sorry to hear about the trouble you are having, Dan. Without providing us any personal information would you be able to elaborate a bit further on the issue? ^SM"
442937,2,442936,219982,True,Wed Nov 22 10:07:09 +0000 2017,"@AmazonHelp Well I ordered an Xbox last Friday. Told it was supposed to arrive yesterday but it didn’t. Now I have to wait until Saturday for it to be delivered although if I order an Xbox now, I can get it by tomorrow? Why is mine taking so long?"
442937,3,442938,AmazonHelp,False,Wed Nov 22 10:14:55 +0000 2017,@219982 I'm sorry to hear this. Did you receive an email letting you know why it has been delayed? ^KI
442960,0,442960,219984,True,Wed Nov 22 08:27:47 +0000 2017,"@AmazonHelp Hi, I really need my #AmazonPrime order, but the locker was full yesterday when they tried to deliver. Now saying it might be as late as Friday 😦 Can I change to home delivery?! Pls reply, thx."
442960,1,442959,AmazonHelp,False,Wed Nov 22 08:41:00 +0000 2017,"@219984 Hi, unfortunately we can not redirect your parcel to your home address. Have you checked the latest tracking info? ^BZ"
442960,2,442958,219984,True,Wed Nov 22 08:44:03 +0000 2017,"@AmazonHelp It just says ""between the 22nd and 24th"" but it's toys for a little boy for a Christmas appeal - the collection date for which is tomorrow. Which is why I'm extra concerned."
442960,3,442957,AmazonHelp,False,Wed Nov 22 08:52:56 +0000 2017,@219984 I see. Sorry to hear this. Did you contact us directly? What was advised. ^PK
442960,4,442955,219984,True,Wed Nov 22 08:54:17 +0000 2017,@AmazonHelp Not sure what you mean...I haven't contacted anyone until I tweeted you this morning. Is there another route I should've taken?
442960,5,442953,AmazonHelp,False,Wed Nov 22 09:07:00 +0000 2017,"@219984 Hi Kate, you can contact us directly here: https://t.co/oGDklFYAep so that we can look into your order further.^PJ"
442960,6,442954,219984,True,Wed Nov 22 22:20:44 +0000 2017,@AmazonHelp I've had notification that it's been delivered tonight - thank goodness! Will definitely use home delivery from now on. Thx.
442960,7,442956,AmazonHelp,False,Wed Nov 22 22:22:30 +0000 2017,@219984 Glad to hear it's been delivered! We'll always be here for you when you need us! ^JE
442976,0,442976,219987,True,Wed Nov 22 08:10:35 +0000 2017,"@115821.com @AmazonHelp Your customer service did nothing but waste my time, I will not be making anymore purchases ✌️"
442976,1,442975,AmazonHelp,False,Wed Nov 22 08:18:28 +0000 2017,"@219987 Without giving away any personal information, can you let us know what happened? ^KI"
442976,2,442974,219987,True,Wed Nov 22 08:27:29 +0000 2017,@AmazonHelp You let someone change my account information...No help in restoring my account
442976,3,442973,AmazonHelp,False,Wed Nov 22 08:41:00 +0000 2017,@219987 Were you advised of a process? Have you received an email offering steps towards a resolution? If not have you checked your Spam/Junk folder? ^BD
442976,4,442972,219987,True,Wed Nov 22 08:55:20 +0000 2017,"@AmazonHelp I was not advised of a process, I have not received an email and yes, I checked my spam/junk folder."
442976,5,442970,AmazonHelp,False,Wed Nov 22 09:06:00 +0000 2017,@219987 Please get in touch here:  https://t.co/zYVX1QzD1e you won't need to sign in and  we'll assist with this. ^RS
442976,6,442971,219987,True,Wed Nov 22 09:24:34 +0000 2017,@AmazonHelp Thank you for your assistance
444238,0,444238,220242,True,Fri Nov 17 16:36:26 +0000 2017,"@AmazonHelp Need help with you making a policy exception for a regular customer, how can I give it a shot? Thanks!"
444238,1,444237,AmazonHelp,False,Fri Nov 17 16:50:00 +0000 2017,"@220242 Could you please elaborate your concern without mentioning your order/account details? So that, we may look into it. ^GD"
444238,2,444236,220242,True,Sat Nov 18 06:58:50 +0000 2017,@AmazonHelp Needed to return something. Can I fill a form and share details or get a call?
444238,3,444235,AmazonHelp,False,Sat Nov 18 07:18:25 +0000 2017,@220242 Kindly connect with our team here: https://t.co/vlvfJr4nN9 and we'll help. ^GK
444238,4,444234,220242,True,Tue Nov 21 11:09:45 +0000 2017,@AmazonHelp Filled. Would be delighted if help can be extended.
444238,5,444233,AmazonHelp,False,Tue Nov 21 11:13:29 +0000 2017,"@220242 Thank you for sharing the details, we will get back to you shortly with an update. Appreciate your cooperation. ^BS"
444238,6,444232,220242,True,Tue Nov 21 16:50:20 +0000 2017,"@AmazonHelp Seem to have gotten a generic revert, have explained where the lapse was and why I need a return authorised. Please help."
444238,7,444231,AmazonHelp,False,Tue Nov 21 17:24:25 +0000 2017,"@220242 I understand your concern, please share your details here: https://t.co/beaaDm0muc and we'll look into this for you. ^SU"
444238,8,444230,220242,True,Wed Nov 22 02:56:50 +0000 2017,"@AmazonHelp Done, please have a look and resolve this."
444238,9,444229,AmazonHelp,False,Wed Nov 22 03:12:44 +0000 2017,@220242 We've received your details. We're looking into the issue and shall get back to you soon. ^SH
444238,10,444225,220242,True,Wed Nov 22 09:46:40 +0000 2017,"@AmazonHelp Not satisfied with the response, there was a delay on your end and can share CCTV footage to show the same. Why shall I suffer loss?"
444238,11,444223,AmazonHelp,False,Wed Nov 22 09:54:31 +0000 2017,"@220242 In case the resolution is not up to your expectation, you can choose to write back. We'll review the situation. ^CB"
444238,12,444224,220242,True,Wed Nov 22 10:03:12 +0000 2017,"@AmazonHelp Written back, please review it thoroughly."
444238,13,444226,AmazonHelp,False,Wed Nov 22 10:12:27 +0000 2017,@220242 Thanks for the confirmation. We'll surely look into this and reach out to you with further insight on it. Appreciate your patience until then. ^HS
444238,14,444227,220242,True,Thu Nov 23 09:37:52 +0000 2017,"@AmazonHelp Still no answer to what I asked, still won’t accept your lapse. You’re mails suggest I’m lying. Is that the right way?"
444238,15,444228,AmazonHelp,False,Thu Nov 23 10:21:00 +0000 2017,@220242 The resolution provided in the email is the best we can offer. We will not be able to provide any more insight regarding the issue. ^SP
444244,0,444244,220243,True,Wed Nov 22 09:18:09 +0000 2017,@AmazonHelp why have £1 payments been taken from both my registered debit cards?
444244,1,444243,AmazonHelp,False,Wed Nov 22 09:28:55 +0000 2017,"@220243 Hi, have you placed an order with us recently?^KI"
444244,2,444241,220243,True,Wed Nov 22 09:49:53 +0000 2017,@AmazonHelp I had one delivered on Monday but no I haven't and definitely not from 2 accounts
444244,3,444239,AmazonHelp,False,Wed Nov 22 09:53:28 +0000 2017,"@220243 Hi, that's a security measure to verify the card rather than a charge, you can find more info here: https://t.co/fuL75cIsaA. ^JJ"
444244,4,444240,220243,True,Wed Nov 22 09:57:20 +0000 2017,@AmazonHelp Right but these are dated the 20th and I haven't ordered anything so why are they being verified?
444244,5,444242,AmazonHelp,False,Wed Nov 22 10:09:00 +0000 2017,@220243 Sorry to hear about this. Unfortunately we are unable to access your account via Twitter. Can you contact us here:  https://t.co/JzP7hlRCV9 so we can take a look at this? ^MI
444266,0,444266,220246,True,Wed Nov 15 06:30:52 +0000 2017,"@AmazonHelp what the hell is wrong with u guyz , first I purchase the product ,the product doesn't work I opt for refund which is not available , then they say they will replace it and it's been almost 2-3 weeks &amp; still the status is not clear, now just simply give me my refund! https://t.co/W1dWlt93SS"
444266,1,444265,AmazonHelp,False,Wed Nov 15 06:48:52 +0000 2017,"@220246 Apologies for the hassle. I'd like to help you with this, please drop in your details here: https://t.co/GIJyeYqKE0 and I'll contact you at the earliest. ^AH"
444266,2,444264,220246,True,Sat Nov 18 04:52:55 +0000 2017,"@AmazonHelp @AmazonHelp bloody hell , got no response u know what just give me my refund that's it , want nothing else give the refund , blocked my money u cheaters, forget replacement just give refund"
444266,3,444263,AmazonHelp,False,Sat Nov 18 05:03:00 +0000 2017,"@220246 Apologies, please respond to the email sent from our Account Specialist team. I am sure you issue will be addressed soon. Thank you for understanding. ^SI"
444266,4,444262,220246,True,Wed Nov 22 09:41:58 +0000 2017,"@AmazonHelp I am fed up of going to the link dropping up the details and now going through the email , u just give me my refund, u guyz have simply blocked my money just give refund i dont want replacement and stuff, just refund thats it and I dont have time to reply to u guyz just refund it"
444266,5,444261,AmazonHelp,False,Wed Nov 22 09:51:28 +0000 2017,@220246 We've sent the correspondence to your registered email ID. Kindly check it here: https://t.co/8DAc119Io4 ^GK
444312,0,444312,220252,True,Thu Nov 09 22:06:58 +0000 2017,@AmazonHelp I purchased this frame last week (order no 204-9478442-026595000) and it has broken immediately upon arrival. Please get in touch re a refund. https://t.co/tDhOZ2mudx
444312,1,444311,AmazonHelp,False,Thu Nov 09 22:22:28 +0000 2017,@220252 I'm very sorry that your item broke upon arrival! Please reach out to us here: https://t.co/JzP7hlA23B so we can go over your options with you. ^AH
444312,2,444310,220252,True,Thu Nov 09 22:24:36 +0000 2017,"@AmazonHelp Thanks for your quick response! I have already requested a refund on my account, but I no longer have the original packaging for return and I'm unsure what to do as the item is v large."
444312,3,444309,AmazonHelp,False,Thu Nov 09 22:34:42 +0000 2017,@220252 You're welcome! Any shipping container accepted by the courier you're returning through will do. Feel free to keep us posted on the return and refund. ^GG
444312,4,444308,220252,True,Wed Nov 22 09:43:36 +0000 2017,@AmazonHelp I haven't had any indication of a time/ date to expect the package to be collected! Any idea how i can find out? Thanks!
444312,5,444307,AmazonHelp,False,Wed Nov 22 09:48:29 +0000 2017,"@220252 Hey Nia. As we don't have access to account info here, best to get in touch -  https://t.co/JzP7hlRCV9 we'll be happy to look into your return further. Please keep us posted. ^TP"
444314,0,444314,220253,True,Wed Nov 22 09:14:10 +0000 2017,"@AmazonHelp I'v bght 2 MI4 set via @115821 ,we went to voda store,dwarka-12 to upgrade 4G sim,@115821 emp Vipin, mentioned 9 GB data/mth ll'b free for nxt 5 mth, if we recharge 1GB data pack. it was 11th Nov, I did call Vipin on 16th Nov &amp; he did not reply back Tapas@9873418287"
444314,1,444313,AmazonHelp,False,Wed Nov 22 09:47:30 +0000 2017,"@220253 I understand your concern regarding the data pack offer. Please reach out to us here: https://t.co/vlvfJrlYEH and we will help you.

Please don’t provide your order details as we consider them to be personal info. Our page is visible to public. ^AH"
444342,0,444342,152965,True,Wed Nov 22 09:38:41 +0000 2017,@AmazonHelp @116324 since not one of you useless idiots can grasp the situation here I am now just going to bombard you everyday. Explanation? Where is my package and more importantly when are you issuing my full refund immediately? Have you got any brains between anyone? https://t.co/7y9Q8f23Hg
444342,1,444341,AmazonHelp,False,Wed Nov 22 09:45:27 +0000 2017,@152965 Hey Nathan. Apologies for the poor experience. This is not the service we expect. Can you please forward your details - https://t.co/tkLCr7Vo9T we'd like a specialist to look into your concern further. Thank you. ^TP
444375,0,444375,220266,True,Wed Nov 22 09:19:24 +0000 2017,"@115850 @AmazonHelp Hi. At 11.48 am, I get a msg from Amazon that my package is out of Delivery and also DELIVERED. Guess what? IT HAS NOT! Your Delivery guy's number is switched off since morning. What is going on? https://t.co/hFTvrPz5Ze"
444375,1,444374,AmazonHelp,False,Wed Nov 22 09:39:00 +0000 2017,"@220266 Apologies for the inconvenience with the delivery. This is strange, has this been reported to our support team yet? You may connect with the support team from here https://t.co/TxK11z5H93 and they would check this for you and would do the needful. ^KK"
444415,0,444415,220272,True,Wed Nov 22 09:18:39 +0000 2017,@AmazonHelp I am giving my partner a Fire tablet as a birthday present &amp; I want to add Prime as well? Is there a gift card available?
444415,1,444414,AmazonHelp,False,Wed Nov 22 09:35:25 +0000 2017,@220272 Hey there! That sounds like a lovely present! You can get all of our gift card information here: https://t.co/OpGYNsyOzV please let us know how you get on! ^HS
444420,0,444420,149078,True,Wed Nov 22 09:21:36 +0000 2017,@AmazonHelp i have messaged so many times why am i not receiving a reply
444420,1,444418,AmazonHelp,False,Wed Nov 22 09:34:26 +0000 2017,"@149078 Hey Casey, your issues is still being looked into. As soon as we have any updates for you, we will contact you.^MA"
444420,2,444419,149078,True,Wed Nov 22 09:45:21 +0000 2017,"@AmazonHelp it has been 48 hours, clearly i am being ignored"
444420,3,444421,AmazonHelp,False,Wed Nov 22 10:00:36 +0000 2017,@149078 We are still looking into this for you and will update as soon as we can. ^KI
444433,0,444433,220275,True,Wed Nov 22 09:06:42 +0000 2017,@AmazonHelp last Saturday they told they will replace my bag n still no one came 🙁
444433,1,444431,AmazonHelp,False,Wed Nov 22 09:31:00 +0000 2017,@220275 Apologies for the delay. May I know if you have contacted our support team from the link provided via DM? ^BS
444433,2,444432,220275,True,Wed Nov 22 12:06:15 +0000 2017,@AmazonHelp Contacting them from last 3days no response
444433,3,444434,AmazonHelp,False,Wed Nov 22 12:32:27 +0000 2017,"@220275 I'm sorry to learn this; allow us to take a closer look on this by sharing your details here: https://t.co/GIJyeYqKE0. As soon as we receive them, we'll check and reach out to you with an update. ^VN"
444804,0,444804,220361,True,Sat Nov 18 21:42:46 +0000 2017,"@AmazonHelp  Hey, the Amzon Music App on Android is deleting downloaded songs/  albums sporadically. App Version is: 7.3.2 OTA, Android Version is 7.0.  Subscription Type is Family. It applies only to some albums. Any Idea?"
444804,1,444803,AmazonHelp,False,Sat Nov 18 21:48:01 +0000 2017,"@220361 Hi there, I'm sorry for the app trouble! Are you noticing a time frame or pattern at all? If you've tried any troubleshooting, what have you tried? You can restart your device and clear the cache and data on your app. ^DW"
444804,2,444802,220361,True,Sat Nov 18 21:52:23 +0000 2017,"@AmazonHelp Last time it happend about 2ish weeks ago. But no real pattern noticable, sorry. Tried data and cache clearing, also reinstalling. Thanks for the fast response!"
444804,3,444800,AmazonHelp,False,Sun Nov 19 05:26:31 +0000 2017,"@220361 Thanks for your feedback. If you need further assistance, please contact my colleagues: https://t.co/aAfOxTGpe1  Kind regards ^MF"
444804,4,444801,220361,True,Wed Nov 22 09:47:34 +0000 2017,@AmazonHelp Happend again... :/ gonna contact Support later.
445434,0,445434,220493,True,Wed Nov 22 10:14:23 +0000 2017,"@AmazonHelp Que hago si habeis entregado mi paquete a un recepcionista que ni me suena el nombre, cuando en mi calle no hay ningún edificio con recepcionista ???"
445434,1,445433,AmazonHelp,False,Wed Nov 22 10:16:55 +0000 2017,"@220493 Hola Javego, lamentamos lo sucedido. ¿Te has puesto en contacto con la compañía de transporte a cargo de la entrega de tu paquete? ^FZ"
445434,2,445431,220493,True,Wed Nov 22 10:19:03 +0000 2017,@AmazonHelp la compañia a cargo del envío es Amazon Logistics
445434,3,445429,AmazonHelp,False,Wed Nov 22 10:25:28 +0000 2017,@220493 En este caso puedes reportar lo sucedido con tu entrega aquí: https://t.co/3VUNgKe6KR ^VL
445434,4,445430,220493,True,Wed Nov 22 10:26:30 +0000 2017,@AmazonHelp Gracias
445434,5,445432,AmazonHelp,False,Wed Nov 22 10:29:08 +0000 2017,"@220493 Con mucho gusto Javego, estamos para ayudarte. ¡Saludos! ^FZ"
445473,0,445473,220498,True,Wed Nov 22 09:51:41 +0000 2017,@AmazonHelp Looking to buy Garmin 735xt on UK site. Price changes from £245 on item to £251 at check-out (not including postage). Can you explain or correct this discrepancy please? Looking to buy today
445473,1,445472,AmazonHelp,False,Wed Nov 22 10:03:24 +0000 2017,"@220498 HI Seán, could you send me a link to the item listing so I can take a look at that for you? ^TI"
445473,2,445468,220498,True,Wed Nov 22 10:09:37 +0000 2017,@AmazonHelp https://t.co/oTRhSvPNQY Thanks
445473,3,445466,AmazonHelp,False,Wed Nov 22 10:22:34 +0000 2017,@220498 I have checked the link and can only see the prices at £249.99 and £234.99 at checkout. Do you have any other items in your basket Sean or are purchasing through a 3rd party seller? ^SM
445473,4,445467,220498,True,Wed Nov 22 10:29:14 +0000 2017,"@AmazonHelp Do you mean £244.99 and not £249.99? Offer of £244.99 is correct when I go to basket but not when I finally proceed to checkout, where it increases to £251.12 for the item alone. Basket empty otherwise. Offer is from Garmin but states 'Sold by: Amazon EU S.a.r.L.'"
445473,5,445469,AmazonHelp,False,Wed Nov 22 10:36:28 +0000 2017,"@220498 Hi, can you contact us so we can look into this further?
 You can reach us here: https://t.co/oGDklFYAep ^PJ"
445473,6,445470,220498,True,Wed Nov 22 10:44:10 +0000 2017,@AmazonHelp I have contacted via email on the above link. When can I expect a reply/to have this rectified?
445473,7,445471,AmazonHelp,False,Wed Nov 22 11:03:30 +0000 2017,"@220498 Hi, we aim to respond to all emails within 6 hours. If you have any further issues, please let me know.^TI"
445500,0,445500,220504,True,Wed Nov 22 10:15:22 +0000 2017,"@AmazonHelp - this was an add-on item that shipped 8 days after the rest of the order. Every item came in a separate box, and THIS is ridiculous! https://t.co/nNg3W9utL9"
445500,1,445499,AmazonHelp,False,Wed Nov 22 10:20:29 +0000 2017,"@220504 Hi, sorry to see that, please submit more packaging feedback here: https://t.co/fxgZ6hBQh0 ^JJ"
445545,0,445545,220509,True,Wed Nov 22 09:59:25 +0000 2017,@AmazonHelp Ordered something from Amazon prime on Sunday...it was due for delivery yesterday (I ordered after 9.30pm on Sunday) and it still hasn’t been delivered and is saying due today...why am I paying for prime and not getting the delivery when I should?!
445545,1,445544,AmazonHelp,False,Wed Nov 22 10:06:00 +0000 2017,"@220509 Hi Rebecca, what was the original estimated delivery date provided to you in your order confirmation email?^PJ"
445545,2,445542,220509,True,Wed Nov 22 10:06:31 +0000 2017,"@AmazonHelp The estimated delivery date was yesterday, 21st November"
445545,3,445540,AmazonHelp,False,Wed Nov 22 10:17:29 +0000 2017,@220509 Sorry to hear your order is delayed. Has there been any update to the tracking?: https://t.co/aaDyEzjw8c ^ES
445545,4,445541,220509,True,Wed Nov 22 10:21:15 +0000 2017,"@AmazonHelp It’s now saying due delivery today, but I ordered it on prime for delivery yesterday for my mother in laws 60th birthday, and still waiting for it so couldn’t give her her gift! I had no email to let me know it would be delayed, I pay for prime to get the delivery next day!"
445545,5,445543,AmazonHelp,False,Wed Nov 22 10:31:25 +0000 2017,"@220509 Hi Rebecca, sorry to hear that. I'm glad your parcel is now out for delivery to you, please keep us updated and let us know if you have any further issues. ^TI"
445549,0,445549,220510,True,Wed Nov 22 09:55:43 +0000 2017,@AmazonHelp Hello I bought a Kindle Fire last night and noticed today it’s in your Sale. If I want this deal do I have to return the kindle fire and rebuy?
445549,1,445548,AmazonHelp,False,Wed Nov 22 10:03:51 +0000 2017,"@220510 Hi Ewan, you can return the Kindle Fire to us and purchase it at the sale price. You can arrange a return from our Online Returns Center: http:https://t.co/5RcjVQ0RMn ^PJ"
445549,2,445547,220510,True,Wed Nov 22 10:06:02 +0000 2017,@AmazonHelp Thanks. I’ve tried to stop the delivery through your website so will see if this is successful.
445549,3,445546,AmazonHelp,False,Wed Nov 22 10:16:55 +0000 2017,@220510 You should receive an email if that is the case. Glad we were able to assist. ^BD
445571,0,445571,220512,True,Wed Nov 22 09:54:18 +0000 2017,"Was looking for my @115821 prime borrowed books &amp; they’ve disappeared... 
Do I get it right that AmazonUK has restricted prime reading offering &amp; launched Kindleunlimited to get me to pay more? @AmazonHelp #skinacat https://t.co/vyEQPPCMkr"
445571,1,445569,AmazonHelp,False,Wed Nov 22 10:13:29 +0000 2017,"@220512 Hi, there is the option to borrow books from the Kindle Owners' Lending Library. You can find info here: https://t.co/poHlmehGXJ Prime reading is available with a Prime subscription. Kindle Unlimited is a separate subscription. ^ES"
445571,2,445570,220512,True,Wed Nov 22 11:55:27 +0000 2017,"@AmazonHelp Yes, but the books that used to be available on prime are now NOT available. Lots seem to have moved to Kindle unlimited for the extra cost. @115830"
445577,0,445577,220514,True,Wed Nov 22 10:06:01 +0000 2017,@AmazonHelp yesterday my package was delivered. Today it was and it’s not even what I ordered!!! https://t.co/JObjGZStgy
445577,1,445576,AmazonHelp,False,Wed Nov 22 10:11:54 +0000 2017,@220514 Have you been in touch with us here: https://t.co/JzP7hlRCV9 ?^CD
445587,0,445587,220515,True,Wed Nov 22 00:51:04 +0000 2017,"@AmazonHelp ordered 4 items yesterday using prime, needed to be delivered today, 2 not dispatched and two now showing Friday delivery??"
