ex_id,conv_id,text,brand_reply,intent,route
123,1261137,"@AmazonHelp Hi, my order was supposed to arrive the 24 but it hasn't, and it keep saying it will arrive the 24. What can I do?","@415442 Hello Juan, for better assistance, can you please let us know which site you order from , etc.? ^LM",ORDER_STATUS,auto
124,192322,@AmazonHelp I am not able to cancel my order..plz help,@161170 We'd be happy to help! These steps will help walk you through canceling the order: ^ML,RETURN_CANCEL,auto
125,963294,"@115821 @115850 @AmazonHelp ordered a product, in the meanwhile Amazon changed product specification, later denied any involvement",@348603 That's strange. Kindly provide your details here: and I'll get back to you. ^SH,REVIEW_CONTENT,human
126,972517,@AmazonHelp trying to see all 26 offers on a product and its not letting me using the android app,"@350682 Hi, sorry to hear that, are you getting an error message? ^JJ",APP_WEBSITE,auto
127,420432,"@AmazonHelp Recharged phone using niki.ai app,payed using Amazon pay,but the phone didn't top up.no history in AmazonApp either. Ordr detail",@215209 Kindly reach out to the support team of the service provider (niki). They should be able to help you out. ^AP,PAYMENT,human
128,892730,@AmazonHelp Hi. I have issues regarding exchange of mobile fone. can your agent reach out to me on call?,"@331979 Kindly connect with our support team here: , for assistance. ^MA",RETURN_CANCEL,auto
129,2952276,".@AmazonHelp You guys, Monroe was probably the best customer service rep I've ever had. Incredibly helpful and threw in a few jokes. Also, the man's got a voice for radio...y'all need to get this guy on the airwaves, ASAP.","@815193 That's awesome to hear, Cameron! I'm glad to hear Monroe was funny and helpful! 😁 ^SD",OTHER,auto
130,21905,Anyone here who has used Amazon Echo or Echo plus? How is the experience? Have a couple of questions that their @AmazonHelp rep doesn't know,@120773 Sorry about that. Kindly elaborate the issue and we'll be happy to help. ^AK,OTHER,auto
131,334871,@AmazonHelp 6 years of shopping and never had an issue with CS until tonight. 10 mins later and no reply.,"@195804 That's not the experience we like to see. Without posting any personal/account info, can you tell me about the issue? ^GG",SERVICE_COMPLAINT,auto
132,1774801,@AmazonHelp please start providing other shipping options for Prime than @115817. Their customer service and delivery sucks!!,@533365 I'm sorry for the frustration! Do you have a current order that you're having issues with here: ? ^TN,OTHER,auto
133,1232870,I had order the pendrive bt the courier man is nt ready to delivery it 2 my doorstep and He cancled order on his own @119356 @AmazonHelp,"@409154 I'm sorry about the trouble with the delivery. We'd like to help, kindly connect with us here: ^MA",DELIVERY_ADDRESS,human
134,1425361,@AmazonHelp when will you going to announce the result of payquiz??,@429588 Could you help us with the link of the contest you're referring about? We'd like to check and get back to you. ^VM,OTHER,auto
135,1568712,"@AmazonHelp, I have Prime and deployed to Poland. I get the service area restriction message. How can I get Prime to work here?","@458895 I'm sorry for the troubles, Tray! We'd like to help if we can. Just to clarify, are you trying to ship to Poland or to the US? ^AL",ACCOUNT,auto
136,1701279,"Never did imagine ""world's most customer centric' company can give this much trouble. Great going @AmazonHelp",@149450 I'm sorry you're upset with us. Could you let us know what went wrong? ^HA,SERVICE_COMPLAINT,human
137,2802338,"@AmazonHelp My phone with my 2FA/MFA code app died, and the ""Sign in using alternative factors"" link at 404s.",@781724 I'm sorry for the frustration! We'd like our Account Specialist to look into this for you. When you have a moment contact us here: ^AC,ACCOUNT,human
138,1031705,"@AmazonHelp no one came today as well! Tomorrow is the only off I've, after that I won't b available for return on my address.","@305629 I'm sorry to know that, Saumya. We're working on it, you should hear an update from us soon. Keep an eye on your mailbox. ^MP",RETURN_CANCEL,human
139,2864798,"@AmazonHelp saw your delivery person with my own eyes toss an armful of ""delicate"" packages into our building's lobby from outside. Parcels full of computer parts/Christmas gifts. What kind of people do you hire? Never seen a USPS postman behave like this.","@551076 Thank you for reaching out to us via Twitter to let us know about this! This is not the type of delivery experience we strive to provide! Just to clarify, which carrier was completing delivery? Was on of your orders here included: ? ^BN",DELIVERY_ADDRESS,human
140,2282964,"@AmazonHelp Just got a package that looked like this. Haven't opened it yet to make sure the item is ok, but wasn't sure who to tell.",@663513 I'm so sorry about this. If any of the contents are damaged please report it using this link: ^GR,DAMAGED_OR_WRONG,auto
141,356696,"@AmazonHelp package delay, no updates! Oct 5, then 7, no further updates :(","@200697 Terribly sorry for the delays, Barry! Who is the carrier for the order? Let's check here: ^JZ",ORDER_STATUS,auto
142,1161694,Courier boys claims to rape our sisters on #apnidukanpar @115821 @115850 @115830 @AmazonHelp @123644,@332948 Please revert to the correspondence from us. We'll get back to you. 2/2 ^HD,DELIVERY_ADDRESS,human
143,2305763,@AmazonHelp You really dropped the ball on a recent order and I will no longer be an amazon customer. Your customer service is abysmal!,"@590013 I'm sorry for the disappointing customer service experience, Jeannye. Without providing personal or account information, can you tell us a little more about what's going on? What options have been provided so far? Please let us know! ^FD",SERVICE_COMPLAINT,human
144,639534,@AmazonHelp I was the buyer? Why did you send me the email meant for the seller?,@271700 I'm sorry to hear about this! Please disregard the e-mail you received. You can view the status of any A-to-z Guarantee claims you have opened here: ^JS,REVIEW_CONTENT,auto
145,2622542,@AmazonHelp mail __email__ - 79 8471 8690- unable to login even after password change. always says incorrect even after changing password - tired,@740915 I'm sorry to hear about your account. Please contact our specialist team via for further assistance. ^PR,ACCOUNT,human
146,2850613,"@AmazonHelp Got an email confirming a returnless refund had been processed as a gift card balance, about 3 hours ago, and not yet showing - Just as query, roughly how long should I give it before becoming concerned?",@216145 The time it takes to have the refund processed to a gift card depends on the original payment method. You can find some helpful information on refund processing times here: ^AD,REFUND,auto
147,1207263,"@AmazonHelp What disgusting nobody is bothering about my issue, even they don't respond to my repeated tweets.",@370611 provide your details in the link shared by 'NR' here: & we'll assist you. (2/2)^SF,SERVICE_COMPLAINT,human
148,1243767,"@AmazonHelp Hello, can I have some help with an issue I'm having, I'm quite confused about how I'd do a product return",@411797 We're happy to help! Was this item sold/fulfilled by a third-party seller or Amazon? Order info: ^WM,RETURN_CANCEL,auto
149,1603732,Hey @AmazonHelp the package that's supposedly arriving on Thursday doesn't seem to have any updates for the past 7 days.,@492151 That's odd! Could you please report it to our support team here: we'll check and reach out to you.^AP,ORDER_STATUS,auto
150,665517,@AmazonHelp Hey.. i ordered a book three days back but now it's available at Rs 100 discount. It hasn't been delivered yet. Help??,@278560 Due to constant changes in the market place we experience price fluctuations & we do not price match for this situation. ^MJ,ORDER_STATUS,auto
151,1041643,@AmazonHelp I've disputed charges from you and you've said I would be contacted by act. Spec. No contact. You deleted my Prime. What gives?,"@366345 I'm sorry for the delay in response! We'd love to assist with this! Just to clarify, what Marketplace are you shopping from? ( )? ^AR",PAYMENT,human
152,1282283,"@AmazonHelp @115821 Amazon Prime is a JOKE! Two-day shipping is apparently FIVE-day shipping, DONT WASTE YOUR MONEY ON THEIR LIES","@419988 Oh no, Nicole! Have we missed a delivery promise shown here: . Let us know, we'd be happy to help!^SK",ORDER_STATUS,human
153,2619687,@AmazonHelp I received a notification to say my parcel was delivered at 12:40pm but I was in and no one knocked. There's no card through the door and the parcel is nowhere to be seen.,"@740268 So sorry to hear about the issues with your delivery, Paul! Do you have a safe place set up for deliveries that the courier may have left the parcel at? ^GS",ORDER_STATUS,human
154,246942,@AmazonHelp to check the product status...refund was fired from your side.,"@174664 We regret about the unpleasant experience. Kindly fill in your details here: , and I'll look into it. ^NR",REFUND,auto
155,2742967,"A 3rd Party Seller tried some shenanigans with a hard-to-find Lego set, and @amazonhelp took care of it with outstanding customer service, again.","@768317 We appreciate you letting us know things are sorted, Ethan! Please don't hesitate to contact us again if you need any help! ^CS",OTHER,auto
156,1190313,@AmazonHelp recived my last order from Amazon.in now I am going to delete the account in few daya,"@391228 Thanks for letting us know that you've received the order. Do keep us posted in case of any unresolved issues, we'll assist. ^KA",ACCOUNT,human
157,883541,@AmazonHelp I accidently preordered 3 copies of ww2 and I forgot to cancel them then my account got suspended so whud my orders go through,"@329811 Uh oh, three copies?! 😰 Please reach out to us via this link so that we can help: Thanks! ^EA",RETURN_CANCEL,human
158,2367997,@AmazonHelp why did I get charged $40 for cancelling my prime membership? I cancelled it because I didn't have $10.99. this is unacceptable,@683430 I'm very sorry for this issue. We can't view account info via Twitter so please let us look into this with you here: ^DO,PAYMENT,human
159,2641725,Just got hung up on by @amazonhelp,@300522 I'm sorry to hear about the connection issues! Please reach us again via phone or chat here: ^SH,SERVICE_COMPLAINT,human
160,2819878,@1384 @AmazonHelp,"@785972 While we're working on expanding our services, I'll be sure to forward your feedback to the concerned team internally. ^AP",OTHER,human
161,516621,"@AmazonHelp Hi, i just had an inquiry about price because i was thinking about ordering the Razer Blackwidow Chroma V2 and the Razer Deathadder as the prices on them had gone down and as soon as i was about to order them, they went back up!",@239073 Sounds like you may have seen our daily deal or a lightning deal on these. You can view more information on these deals here: ^SG,OTHER,auto
162,1129907,"1/1 @115850 @AmazonHelp I m kepin followup frm mre 3 thn mnths for cashback of below orders Had call numbers of times, always some","@386303 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^HA",PAYMENT,human
163,2929506,@Amazonhelp hi i m not able to call your cust care through app or toll free number please help,@810412 Sorry for the trouble with the application. We do not have any number as such. Could you please let us know what is the error message? ^HR,APP_WEBSITE,auto
164,1505431,Hello @AmazonHelp @115850 Friend of mine got her order in damaged condition. Can you please check,@351200 Please don’t provide your order details as it is personal information. Our page is visible to the public.2/2^HN,DAMAGED_OR_WRONG,auto
165,787863,@AmazonHelp I would like to know why didn't you ship my order yet?? (Signed John Green book),"@307922 Hi, what's the estimated delivery date of your order? ^JJ",ORDER_STATUS,auto
166,1717540,@AmazonHelp #amzl is useless if they don't take business addresses into consideration when planning their route.,@520075 Please allow my team to look into this issue further. Use this link so that we may do so: ^DO,DELIVERY_ADDRESS,auto
167,1251981,@AmazonHelp i have to present it on 28th oct.if u can deliver by that day then its ok else cancel#134116563750 urgent delivery required,@413685 We can't promise a pre-delivery for the order. Did we miss the estimated delivery date of your order? ^HR,ORDER_STATUS,human
168,2503567,"@AmazonHelp hi there, we placed on order on Amazon Prime to be delivered today but it hasn't arrived. Tracking says ""Parcel left the carrier facility"" since 10am and it's now 8pm",@714022 Hello! Sorry about your wait. Some carriers deliver until 21:00 so it may still arrive by the end of day. If you do not receive your package please reach out to us here: so we may better assist you. Thanks. ^AP,ORDER_STATUS,auto
169,1515279,@AmazonHelp and it's quite obvious customer isn't that important. Not a sorry for the inconvenience to be heard. Got yo be a better way.,"@471566 I'm sorry to hear about this poor experience! Without sharing personal account details, could you let us know what happened? ^TH",SERVICE_COMPLAINT,human
170,2468574,Why does my @AmazonHelp app always do this? Literally every time I use it it does this...,"@706256 Hi Craig, I'm sorry for the troubles when using the app! Have you tried uninstalling then reinstalling the app? ^AB",APP_WEBSITE,auto
171,227939,"@115821@AmazonHelp@amazonIN #mail the courier, now you will not send ecom,today we are again sending goods from ecom",@170346 We've sent the correspondence to your registered email ID. Kindly check it here: ^GK,DELIVERY_ADDRESS,human
172,295850,".@AmazonHelp is it normal practice for your delivery drivers to not ring the bell, drop the parcel then kick it to the doorstep?","@186458 Thank you for the info, Jules! We'd like to know more about this from you. Reach out to us here: ^AL",DELIVERY_ADDRESS,auto
173,2284553,"@AmazonHelp Hi, I am a prime member but was charged delivery charges, isn't that free for prime members",@206571 Not all items on Amazon qualify for free shipping. You can check details here : . Hope this helps. ^CB,ACCOUNT,auto
174,1616271,Seriously guys!? @115850 @AmazonHelp @123644 @115821 #Amazon,"@495663 Seller fulfilled items are dispatched directly by sellers. These items are indicated by the message ""Sold and fulfilled by a seller. Also, the delivery charges are decided by the sellers. I'll be sure to pass on your feedback. ^AK",OTHER,human
175,533216,"@AmazonHelp why, when I ordered a Fire 10 on the Black Friday weekend, do I have to wait until 13th Dec [best dates for any colour] - but if I order today, I get it 4 days earlier [9 Dec]? Or tomorrow by changing colours.","@243532 Hello, Ray. Thanks for reaching out to us today. Are you able to confirm that both listings are for the same version of the item as far as the storage capacity and whether they come with special offers or not? Check your orders here: ^FJ",ORDER_STATUS,auto
176,2923508,@AmazonHelp @115821 your call center ppl don't speak enough English to understand that you packed parts of 3 orders in a box then put the wrong shipping label and I got 2 items I didn't order instead of the 4 I did,@809017 Oh no! Have you visited our returns center here: to process a return? ^BE,DAMAGED_OR_WRONG,human
177,1886074,.@AmazonHelp will you ever get a delivery right? Yet again delivery instructions have being ignored. Already contacted the head of logistics,"@562548 When you got in touch, did we provide any advice? ^BM",DELIVERY_ADDRESS,human
178,1558064,@AmazonHelp I done buying stuff on Amazon untile the stop using FedEx and Deling my order four the secent time,"@481574 Hello, we apologize for the delay that your order has obtained. Hav you been provided a new delivery date ? ^CR",DELIVERY_ADDRESS,human
179,2434186,@AmazonHelp Hi guys. Do you have an estimate date of when price ordination of the wishlist will be back at the Brazilian site?,"@698515 Hi Pollyanna, currently we don't have this information, any news will be published in the website. 😊 ^DA",OTHER,auto
180,930334,@AmazonHelp what does this mean? I've been in all day waiting for this. We pay for prime to get next day delivery. Not 5 days later.,"@191942 I apologize for the troubles with your delivery, Kimberly. Based on the screenshot, the delivery will be attempted again tomorrow. Please keep us updated on the delivery! ^AB",ORDER_STATUS,auto
181,2646194,"@AmazonHelp Disappointed that your own couriers haven't bothered to deliver for 2 days in a row. Ordered on Monday, and still not delivered despite someone being in, leave in safe place selected and extra delivery info added after first 'attempt'. #PayingForPrime #NotTheFirstTime","@746588 So sorry to hear about the delay, Matt! This is not what we expect at all! Can you please reach out to us here so that we can look into your order further: ^GS",DELIVERY_ADDRESS,human
182,511635,Worst customer experience ever! Been told every day for last 4 days that my parcel will arrive tomorrow but nothing! Where is the customer obsession? @AmazonHelp,@237626 We appreciate you reaching out to us on Twitter. What does the most recent tracking information for your order state here: ? ^GG,ORDER_STATUS,human
183,1020102,@amazonhelp I seem to have to account. 1 with Prime & the other without. I want to cancel the 1 without Prime. How?,"@231087 We can help with this! If you'd like to remove your account, please reach out to us via phone/chat here: ^TK",ACCOUNT,human
184,1474132,@AmazonHelp how do I opt into photo delivery? I hit opt out to see what happens but I actually want it. #prime #amazon,@462199 Thanks for reaching out to us! We'd love to help you set that up so please reach out to us here: ^DD,ACCOUNT,auto
185,15668,#SuperValueDayQuiz Where is the result of super value day quiz conducted on Oct 1 and 2 ? @AmazonHelp,@119446 The results will be announced soon. Kindly stay tuned for updates. ^AK,OTHER,auto
186,1282333,@AmazonHelp After 4 hour the my payment not shown in amazon pay. Order # 402-5763660-1721927,@419993 Please don’t provide order details as we consider them to be personal info. Our Twitter page is visible to public. (2/2)^BS,PAYMENT,auto
187,130384,@AmazonHelp how long can a pending psn plus code take ? this has also been my first purchase on amazon.,@145401 I'm sorry for the delay. Digital orders can take up to four hours to process. Once the order is complete you'll receive a confirmation e-mail. ^LR,ORDER_STATUS,auto
188,183075,@AmazonHelp Talked regarding delivery delay issue worst experience. Unprofessional cs agent,@159057 I'm sorry for the unpleasant experience. Please report this by reverting our email. ^HA,SERVICE_COMPLAINT,human
189,2849114,"@AmazonHelp Is there a way I can make sure that NONE of my packages get shipped with @118706 again? They lose 1/3 of the shipments they handle for me, and I'm getting quite tired of paying for prime for the free two-day shipping and USPS almost NEVER gets my packages here on time.","@792293 I'm sorry to hear this. Have you had a chance to report this to us so we could forward this information to our shipping team? You can do so by phone, chat, or e-mail here: ^GR",DELIVERY_ADDRESS,human
190,2863396,"@AmazonHelp who would I need to contact about my recent order that says delivered but nothing was ever received to mailbox, door, etc.?",@795373 Hey there! I'm sorry you haven't received your package yet! Here is a help page with some helpful steps on what to do if this situation occurs: ^GM,ORDER_STATUS,human
191,1208406,"@AmazonHelp hey, how do I add my Years prime promo code so i get the account for a year free? Thanks",@363744 Please reach us here: so we can look into this with you in real-time. ^EZ,PAYMENT,auto
192,544346,@115821 @AmazonHelp Two smashed deliveries in a many days!?!?!!! What the fuck is going on over there??? #wtf,"@239691 I'm sorry you've received smashed packages. If the contents inside have been affected, please visit for the refund and replacement options. ^MG",DAMAGED_OR_WRONG,human
193,2240680,@AmazonHelp ;How long will a product to get to Nigeria and at what rate will it cost me.,@653292 This would depend on the product slected and the seller of the item. Can you proceed through the checkout process you will be advised of the estimated delivery date before the payment option at the checkout stage. Thanks ^GA,OTHER,auto
194,932675,@AmazonHelp My account was locked by security reasons and still charging to my credit card __email__,@341234 We can't check your account here. Can you contact us here: ? ^MC,ACCOUNT,human
195,2983665,@AmazonHelp Hi i have a query i live in Marthahalli bridge area (Bengaluru) . can you tell me where is the nearest location for phone exchange ???,@822766 Are you referring to the mobile exchange program on our website? ^SY,RETURN_CANCEL,auto
196,622441,Hi @AmazonHelp you have charged me twice for the same order? Can someone help me please?,"@267738 Thank you for reaching out, Tabitha! I'm sorry you're seeing two charges for the same order. Just to clarify, is the second charge you're seeing an authorization charge? If it is, you can learn how to remove it here: ^TH",REFUND,human
197,1692613,"Hey @AmazonHelp I can't log in, yet KNOW FOR A FACT I am using the correct email & password, even reset it to be sure. Help please...","@204310 Hello, John! I'm sorry to hear of your issue. We have no account access but are waiting to help here: ^TM",ACCOUNT,human
198,594591,@AmazonHelp Why is Prime one day delivery not really one day at the moment? Every order over the last few weeks has been two days? Given that's the main benefit of Prime it's quite annoying...,@260868 I certainly understand your concern! Shipping is based on transit times as some items may need additional processing. We strive to meet the date given in check out. You can view more information here: . ^HC,ORDER_STATUS,auto
199,987409,@AmazonHelp my daughter (amazon uk customer) has received email from Amazon.de in German about an order (she hasn't placed) to DE address.,"@353971 Hi, is it possible that she received a phishing email: http: ? ^JJ",ACCOUNT,human
